Iteración,Error absoluto,Error relativo,Error cuadrático
0,17.63131313131313,0.9999999999943284,1866.3009265301216
1,7.398989898989898,0.3568818513990094,90.74338802705952
2,1.4001777588292725,0.06326342239327896,2.7464462278309374
3,0.26070233044792346,0.011642029356080845,0.07856021223602434
4,0.030917502373107197,0.0013787609608273048,0.0010739009740767932
5,0.0032813750777513917,0.00014631097478938368,1.200382267806647e-05
6,0.00033616206787456804,1.4988674402223339e-05,1.258930967744007e-07
7,3.432450359142081e-05,1.530446383259064e-06,1.3124609024848898e-09
8,3.5037297188011962e-06,1.5622278772555974e-07,1.3675545099354048e-11
9,3.576703129226644e-07,1.594764920950442e-08,1.4251233302869994e-13

Solución aproximada
x1,22.427776547022784
x2,20.192797089122376
x3,15.438768574990416
x4,20.10334591078022
x5,15.309480895709099
x6,13.192400157968194
x7,15.4701855609453
x8,13.0622868346141
x9,13.20018637773865
x10,12.435794290234991
